"REF_DATE","GEO","DGUID","Age at time of death","Sex","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2018-01-13","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320339","2.2.1.1","5","","","","0"
"2018-01-20","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320339","2.2.1.1","5","","","","0"
"2018-01-27","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320339","2.2.1.1","0","","","","0"
"2018-02-03","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320339","2.2.1.1","0","","","","0"
"2018-02-10","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320339","2.2.1.1","5","","","","0"
"2018-02-17","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320339","2.2.1.1","5","","","","0"
"2018-02-24","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320339","2.2.1.1","0","","","","0"
"2018-03-03","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320339","2.2.1.1","5","","","","0"
"2018-03-10","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320339","2.2.1.1","0","","","","0"
"2018-03-17","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320339","2.2.1.1","5","","","","0"
"2018-03-24","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320339","2.2.1.1","5","","","","0"
"2018-03-31","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320339","2.2.1.1","5","","","","0"
"2018-04-07","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320339","2.2.1.1","0","","","","0"
"2018-04-14","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320339","2.2.1.1","5","","","","0"
"2018-04-21","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320339","2.2.1.1","10","","","","0"
"2018-04-28","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320339","2.2.1.1","5","","","","0"
"2018-05-05","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320339","2.2.1.1","5","","","","0"
"2018-05-12","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320339","2.2.1.1","5","","","","0"
"2018-05-19","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320339","2.2.1.1","0","","","","0"
"2018-05-26","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320339","2.2.1.1","5","","","","0"
"2018-06-02","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320339","2.2.1.1","5","","","","0"
"2018-06-09","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320339","2.2.1.1","0","","","","0"
"2018-06-16","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320339","2.2.1.1","5","","","","0"
"2018-06-23","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320339","2.2.1.1","5","","","","0"
"2018-06-30","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320339","2.2.1.1","5","","","","0"
"2018-07-07","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320339","2.2.1.1","5","","","","0"
"2018-07-14","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320339","2.2.1.1","5","","","","0"
"2018-07-21","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320339","2.2.1.1","0","","","","0"
"2018-07-28","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320339","2.2.1.1","5","","","","0"
"2018-08-04","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320339","2.2.1.1","10","","","","0"
"2018-08-11","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320339","2.2.1.1","10","","","","0"
"2018-08-18","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320339","2.2.1.1","10","","","","0"
"2018-08-25","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320339","2.2.1.1","5","","","","0"
"2018-09-01","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320339","2.2.1.1","5","","","","0"
"2018-09-08","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320339","2.2.1.1","5","","","","0"
"2018-09-15","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320339","2.2.1.1","5","","","","0"
"2018-09-22","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320339","2.2.1.1","5","","","","0"
"2018-09-29","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320339","2.2.1.1","5","","","","0"
"2018-10-06","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320339","2.2.1.1","0","","","","0"
"2018-10-13","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320339","2.2.1.1","5","","","","0"
"2018-10-20","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320339","2.2.1.1","5","","","","0"
"2018-10-27","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320339","2.2.1.1","5","","","","0"
"2018-11-03","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320339","2.2.1.1","0","","","","0"
"2018-11-10","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320339","2.2.1.1","0","","","","0"
"2018-11-17","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320339","2.2.1.1","5","","","","0"
"2018-11-24","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320339","2.2.1.1","5","","","","0"
"2018-12-01","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320339","2.2.1.1","5","","","","0"
"2018-12-08","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320339","2.2.1.1","0","","","","0"
"2018-12-15","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320339","2.2.1.1","0","","","","0"
"2018-12-22","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320339","2.2.1.1","0","","","","0"
"2018-12-29","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320339","2.2.1.1","0","","","","0"
"2019-01-05","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320339","2.2.1.1","5","","","","0"
"2019-01-12","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320339","2.2.1.1","5","","","","0"
"2019-01-19","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320339","2.2.1.1","10","","","","0"
"2019-01-26","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320339","2.2.1.1","0","","","","0"
"2019-02-02","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320339","2.2.1.1","10","","","","0"
"2019-02-09","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320339","2.2.1.1","0","","","","0"
"2019-02-16","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320339","2.2.1.1","5","","","","0"
"2019-02-23","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320339","2.2.1.1","5","","","","0"
"2019-03-02","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320339","2.2.1.1","5","","","","0"
"2019-03-09","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320339","2.2.1.1","5","","","","0"
"2019-03-16","Newfoundland and Labrador, place of occurrence","2016A000210","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320339","2.2.1.1","5","","","","0"
